uuid	thumbnail	original_url	iiif_endpoint_url	edition	sheet_id	sub_sheet_id	sub_sub_sheet_id	sheet_title	year	image_name
176c8204-db35-4d88-a0f4-031f223f8484	https://dlc.services/iiif-img/7/32/176c8204-db35-4d88-a0f4-031f223f8484/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/01-Ameland.jpg	https://dlc.services/iiif-img/7/32/176c8204-db35-4d88-a0f4-031f223f8484	1	1	-1	-1	Ameland	-1	01-Ameland
4c21f04d-5f12-46af-81f6-0430af9cd8c6	https://dlc.services/iiif-img/7/32/4c21f04d-5f12-46af-81f6-0430af9cd8c6/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/01-Terschelling.jpg	https://dlc.services/iiif-img/7/32/4c21f04d-5f12-46af-81f6-0430af9cd8c6	1	1	-1	-1	Terschelling	-1	01-Terschelling
5686c530-34e8-4d3e-86f8-914f83f26f07	https://dlc.services/iiif-img/7/32/5686c530-34e8-4d3e-86f8-914f83f26f07/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/02-Schiermonnikoog-1.jpg	https://dlc.services/iiif-img/7/32/5686c530-34e8-4d3e-86f8-914f83f26f07	1	2	1	-1	Schiermonnikoog	-1	02-Schiermonnikoog-1
b88e1142-3a7a-4ab8-a499-327582696879	https://dlc.services/iiif-img/7/32/b88e1142-3a7a-4ab8-a499-327582696879/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/02-Schiermonnikoog-2.jpg	https://dlc.services/iiif-img/7/32/b88e1142-3a7a-4ab8-a499-327582696879	1	2	2	-1	Schiermonnikoog	-1	02-Schiermonnikoog-2
49e38991-6ec7-45a3-958f-4339ebc5c74f	https://dlc.services/iiif-img/7/32/49e38991-6ec7-45a3-958f-4339ebc5c74f/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/03-Uithuizen-1.jpg	https://dlc.services/iiif-img/7/32/49e38991-6ec7-45a3-958f-4339ebc5c74f	1	3	1	-1	Uithuizen	-1	03-Uithuizen-1
14cc9f96-b3de-4aeb-af40-a520440effff	https://dlc.services/iiif-img/7/32/14cc9f96-b3de-4aeb-af40-a520440effff/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/03-Uithuizen-2.jpg	https://dlc.services/iiif-img/7/32/14cc9f96-b3de-4aeb-af40-a520440effff	1	3	2	-1	Uithuizen	-1	03-Uithuizen-2
12b178a4-9af5-4603-b75b-ff7d568465ad	https://dlc.services/iiif-img/7/32/12b178a4-9af5-4603-b75b-ff7d568465ad/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/03-Uithuizen-3.jpg	https://dlc.services/iiif-img/7/32/12b178a4-9af5-4603-b75b-ff7d568465ad	1	3	3	-1	Uithuizen	-1	03-Uithuizen-3
b6d94139-7518-46c9-b819-9623b016b6cb	https://dlc.services/iiif-img/7/32/b6d94139-7518-46c9-b819-9623b016b6cb/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/04-Vlieland-1.jpg	https://dlc.services/iiif-img/7/32/b6d94139-7518-46c9-b819-9623b016b6cb	1	4	1	-1	Vlieland	-1	04-Vlieland-1
8a44d85e-76e3-466f-ba45-c4cdd5cf6215	https://dlc.services/iiif-img/7/32/8a44d85e-76e3-466f-ba45-c4cdd5cf6215/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/04-Vlieland-2.jpg	https://dlc.services/iiif-img/7/32/8a44d85e-76e3-466f-ba45-c4cdd5cf6215	1	4	2	-1	Vlieland	-1	04-Vlieland-2
7a66ee5b-e88f-48bf-90e8-59d2436a1d31	https://dlc.services/iiif-img/7/32/7a66ee5b-e88f-48bf-90e8-59d2436a1d31/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/05-Harlingen-1.jpg	https://dlc.services/iiif-img/7/32/7a66ee5b-e88f-48bf-90e8-59d2436a1d31	1	5	1	-1	Harlingen	-1	05-Harlingen-1
